Ticker,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume,Rel Volume,Price_perf,Change,Volume,Company,Sector,Industry,Market Cap,P/E,Price_overview,Country,Perf Week_Rank,Perf Month_Rank,Perf Quart_Rank,Perf Half_Rank,Perf Year_Rank,Perf YTD_Rank,Short_Term_Strength,ST_Rank,Long_Term_Strength,LT_Rank,Overall_Strength,Overall_Rank,Consistency
TWLO,0.0144,0.33,0.0137,0.2019,0.9025,0.0722,0.0178,0.0174,1.83,2700000.0,0.69,115.88,0.0116,1865410.0,Twilio Inc,Technology,Software - Infrastructure,17690000000.0,,115.88,USA,57.85590277777778,69.35763888888889,51.363236587511,70.3770197486535,89.02214022140221,63.107638888888886,0.17220000000000002,63.36805555555556,0.3727,82.05804749340369,0.2557833333333333,77.95138888888889,100.0
TEX,-0.0226,0.3299,0.0616,-0.123,-0.26,-0.0081999999999999,0.0304,0.0347,2.71,1140000.0,0.65,45.84,0.0059,741036.0,Terex Corp,Industrials,Farm & Heavy Construction Machinery,3010000000.0,12.5,45.84,USA,30.46875,69.27083333333334,60.94986807387863,33.034111310592465,29.520295202952028,50.954861111111114,0.15365,57.8125,-0.10713333333333334,32.365875109938436,-0.0037166666666666507,35.67708333333333,33.3
AGEN,0.1213,0.3298,0.1416,0.4411,-0.6457999999999999,0.3832,0.0552,0.0666,2.6,660510.0,0.95,3.79,0.0355,627908.0,Agenus Inc,Healthcare,Biotechnology,103910000.0,,3.79,USA,82.72569444444444,69.18402777777779,71.67985927880387,83.75224416517055,9.317343173431734,84.72222222222221,0.22555,75.86805555555556,-0.02103333333333331,43.97537379067722,0.12853333333333336,62.673611111111114,83.3
INDI,-0.1295,0.3297,-0.2903,-0.4083,-0.6201,-0.4025,0.0526,0.04650000000000001,1.0,3810000.0,0.53,2.42,0.0431,2035683.0,Indie Semiconductor Inc,Technology,Semiconductor Equipment & Materials,514280000.0,,2.42,USA,0.9548611111111112,69.09722222222221,9.01495162708883,9.245960502692999,10.516605166051662,9.635416666666668,0.1001,35.15625,-0.43956666666666666,7.036059806508356,-0.2535,5.815972222222222,16.7
OOTO,-0.0819999999999999,0.3295,-0.2789999999999999,-0.2134,-0.0013,-0.2182,0.0501,0.0358,,6720.0,5.34,14.89,-0.0021,35898.0,Direxion Daily Travel & Vacation Bull 2X Shares,Financial,Exchange Traded Fund,,,14.89,USA,3.5590277777777777,69.01041666666666,9.586631486367635,24.19210053859964,50.92250922509225,24.21875,0.12375000000000005,46.35416666666667,-0.16456666666666667,26.121372031662272,-0.07739999999999997,23.4375,16.7
ATAI,0.2392999999999999,0.3289,0.0151,0.2096,0.1676,0.5188,0.08460000000000001,0.055999999999999994,1.0,1870000.0,1.2,2.02,0.0576,2239638.0,ATAI Life Sciences N.V,Healthcare,Biotechnology,404680000.0,,2.02,Germany,92.36111111111111,68.92361111111111,51.58311345646438,70.91561938958706,63.92988929889298,89.14930555555556,0.28409999999999996,84.54861111111111,0.13076666666666667,63.76429199648197,0.24654999999999996,77.34375,100.0
CABA,-0.0166,0.3284,-0.1359,-0.3407,-0.8618000000000001,-0.2159,0.0219,0.0906,1.36,1330000.0,0.74,1.78,-0.0084,979365.0,Cabaletta Bio Inc,Healthcare,Biotechnology,90320000.0,,1.78,USA,34.765625,68.83680555555556,25.373790677220757,13.330341113105925,3.136531365313653,24.39236111111111,0.1559,58.15972222222222,-0.4461333333333333,6.772207563764292,-0.20708333333333337,7.986111111111111,16.7
ZIM,0.0144,0.3282,-0.1253,-0.2854,-0.0086,-0.1481,0.043,0.0487,4.12,7170000.0,0.6,18.29,0.0105,4316045.0,Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,2200000000.0,0.94,18.29,Israel,57.85590277777778,68.75,27.528583992963938,17.190305206463197,50.3690036900369,33.15972222222222,0.1713,63.107638888888886,-0.13976666666666665,28.58399296394019,-0.03746666666666666,29.600694444444443,33.3
CRIS,-0.005,0.3267,-0.3581,-0.4763,-0.8108,-0.3497,0.06309999999999999,0.0789,1.0,79970.0,0.74,1.99,0.0365,58819.0,Curis Inc,Healthcare,Biotechnology,20820000.0,,1.99,USA,44.48784722222222,68.66319444444444,5.013192612137203,6.463195691202872,4.1512915129151295,12.32638888888889,0.16085,59.67881944444444,-0.5484,3.2541776605101145,-0.27886666666666665,4.6875,16.7
NLSP,0.2112,0.3265,0.0,-0.4018,-0.7245999999999999,-0.0758,0.058600000000000006,0.0398,3.0,133020.0,7.64,1.95,0.13369999999999999,1015888.0,NLS Pharmaceutics Ltd,Healthcare,Biotechnology,7020000.0,,1.95,Switzerland,90.36458333333334,68.57638888888889,48.636763412489,9.694793536804308,6.734317343173432,41.57986111111111,0.26885000000000003,82.29166666666666,-0.3754666666666666,9.586631486367635,-0.11074999999999996,18.57638888888889,33.3
NUS,-0.0200999999999999,0.3261,-0.0368,-0.0626999999999999,-0.457,0.0624,0.0265,0.039599999999999996,3.0,663820.0,0.33,7.32,0.0055000000000000005,217050.0,"Nu Skin Enterprises, Inc",Consumer Defensive,Household & Personal Products,361710000.0,,7.32,USA,32.421875,68.48958333333334,42.919964819700965,41.20287253141831,17.343173431734318,61.545138888888886,0.15300000000000005,57.552083333333336,-0.18549999999999997,24.186455584872473,-0.03134999999999997,30.555555555555557,33.3
FTDR,-0.0245,0.3256,-0.0595,-0.0109,0.514,-0.0177,0.0174,0.0365,2.14,953470.0,0.44,53.7,0.0138,415510.0,Frontdoor Inc,Consumer Cyclical,Personal Services,3950000000.0,17.44,53.7,USA,28.47222222222222,68.40277777777779,38.17062445030783,48.51885098743268,81.18081180811808,49.21875,0.15055,57.11805555555556,0.14786666666666667,66.13896218117854,0.12116666666666666,61.458333333333336,33.3
LESL,-0.0316,0.3253,-0.4194,-0.7288,-0.8334,-0.6303,0.064,0.050199999999999995,2.92,5000000.0,0.54,0.82,0.048799999999999996,2718923.0,Leslies Inc,Consumer Cyclical,Specialty Retail,152880000.0,,0.82,USA,22.265625,68.31597222222221,3.16622691292876,2.064631956912029,3.5977859778597785,2.864583333333333,0.14684999999999998,55.859375,-0.6605333333333334,2.0228671943711523,-0.3863666666666667,1.5625,16.7
WLGS,-0.0286,0.3246,-0.9496,-0.9339,-0.5919,-0.8597,0.07150000000000001,0.1193,,11750000.0,0.11,0.25,0.0425,1322144.0,WANG & LEE Group Inc,Industrials,Engineering & Construction,5240000.0,,0.25,Hong Kong,24.95659722222222,68.22916666666666,0.1759014951627089,0.4488330341113106,10.793357933579335,0.6944444444444444,0.148,56.20659722222222,-0.8251333333333334,0.7036059806508356,-0.5065166666666666,0.4340277777777778,16.7
OPFI,0.0299,0.3239,0.0718,0.7512000000000001,2.7464,0.5797,0.0501,0.0418,1.0,1240000.0,0.64,11.73,0.0353,792966.0,OppFi Inc,Financial,Credit Services,1020000000.0,,11.73,USA,64.53993055555556,68.14236111111111,61.829375549692166,90.66427289048474,96.95571955719558,90.58159722222221,0.1769,64.75694444444444,1.1898,94.81090589270009,0.7504833333333334,92.62152777777779,100.0
SHYF,0.001,0.3233,-0.1352,-0.2918,-0.2339,-0.1772,0.029900000000000003,0.0321,1.67,295380.0,0.69,9.66,0.030899999999999997,202626.0,Shyft Group Inc,Industrials,Farm & Heavy Construction Machinery,338190000.0,748.84,9.66,USA,48.95833333333333,68.05555555555556,25.593667546174142,16.786355475763017,31.54981549815498,29.07986111111111,0.16215,60.15625,-0.22030000000000002,20.844327176781004,-0.08563333333333334,21.52777777777778,33.3
WDC,0.0018,0.322,-0.04,0.0213,-0.0971,0.1061,0.0161,0.0241,1.46,8630000.0,0.67,49.84,0.0070999999999999995,5802777.0,Western Digital Corp,Technology,Computer Hardware,17390000000.0,9.48,49.84,USA,49.65277777777778,67.96875,42.30430958663149,52.872531418312384,44.003690036900366,66.84027777777779,0.16190000000000002,60.06944444444444,-0.0386,41.16094986807388,0.05235000000000001,48.17708333333333,66.7
VYX,0.0037,0.3215999999999999,-0.0784,-0.2034,-0.1993,-0.2103,0.0288,0.0385,1.4,2250000.0,1.11,10.93,0.039,2488893.0,NCR Voyix Corp,Technology,Information Technology Services,1510000000.0,,10.93,USA,50.911458333333336,67.88194444444444,35.35620052770449,24.95511669658887,34.40959409594096,25.086805555555557,0.16264999999999993,60.59027777777778,-0.16036666666666666,26.73702726473175,-0.061016666666666684,25.868055555555557,33.3
BTBT,0.2379,0.3212,-0.059,-0.3657,-0.0341,-0.1297,0.040999999999999995,0.048799999999999996,1.0,15140000.0,1.84,2.55,0.0537,27886722.0,Bit Digital Inc,Financial,Capital Markets,529840000.00000006,,2.55,USA,92.1875,67.79513888888889,38.43447669305189,11.310592459605028,48.247232472324725,35.41666666666667,0.27954999999999997,83.59375,-0.15293333333333334,27.616534740545294,-0.004900000000000006,35.32986111111111,33.3
AIFU,-0.0287,0.3193,-0.4999,-0.8504,-0.9492,-0.8464,0.0552,0.16570000000000001,3.0,565880.0,0.32,3.38,0.056299999999999996,181113.0,AIFU Inc. ADR,Financial,Insurance Brokers,9570000.0,0.15,3.38,China,24.739583333333336,67.70833333333334,2.1108179419525066,1.3464991023339317,1.6605166051660518,0.78125,0.14529999999999998,55.295138888888886,-0.7665000000000001,0.9674582233948988,-0.4758833333333334,0.607638888888889,16.7
CLNE,-0.051,0.3191,-0.3357,-0.3086,-0.259,-0.259,0.032,0.0567,1.2,2960000.0,0.79,1.86,0.0109,2350038.0,Clean Energy Fuels Corp,Energy,Oil & Gas Refining & Marketing,411030000.0,,1.86,USA,10.677083333333332,67.62152777777779,6.33245382585752,15.529622980251345,29.704797047970477,19.53125,0.13405,50.607638888888886,-0.3011,14.42392260334213,-0.14903333333333332,14.67013888888889,16.7
SES,0.0562,0.3179,0.0737,2.3929,-0.268,-0.5588000000000001,0.0828,0.0707,2.33,21150000.0,0.63,0.97,0.03,13390538.0,SES AI Corporation,Consumer Cyclical,Auto Parts,354490000.0,,0.97,USA,71.26736111111111,67.49131944444444,62.445030782761656,97.3967684021544,28.87453874538745,4.340277777777778,0.18705,67.01388888888889,0.7328666666666667,90.23746701846966,0.33565,83.15972222222221,66.7
JFU,0.0758,0.3179,-0.0719,-0.0139,-0.5267000000000001,-0.0596,0.028900000000000002,0.053099999999999994,3.0,10790.0,0.11,1.42,0.0216,1232.0,9F Inc ADR,Technology,Information Technology Services,12380000.0,15.09,1.42,China,75.390625,67.49131944444444,36.54353562005277,48.07001795332136,13.284132841328415,43.75,0.19685000000000002,70.22569444444444,-0.2041666666666667,21.8117854001759,-0.046400000000000004,27.95138888888889,33.3
PGRE,0.2114,0.3172,0.2677,0.2191,0.2418,0.1599,0.0555,0.0359,3.0,2430000.0,1.6,5.73,-0.0052,3883664.0,Paramount Group Inc,Real Estate,REIT - Office,1360000000.0,,5.73,USA,90.49479166666666,67.36111111111111,82.67370272647318,72.35188509874327,68.81918819188192,71.09375,0.2643,81.94444444444444,0.24286666666666668,74.31838170624451,0.23618333333333333,76.21527777777779,100.0
RRX,-0.0336,0.3159,0.0026,-0.2173999999999999,-0.1571,-0.1298,0.0216,0.0371,1.31,851470.0,0.67,135.0,0.0025,568032.0,Regal Rexnord Corp,Industrials,Specialty Industrial Machinery,8960000000.0,38.46,135.0,USA,20.399305555555554,67.27430555555556,49.16446789797713,23.29443447037702,38.56088560885609,35.28645833333333,0.14115,53.342013888888886,-0.12396666666666663,30.606860158311346,-0.03656666666666665,29.6875,33.3
NGS,-0.0411,0.3156,-0.0917999999999999,-0.0388,0.0331,-0.1026,0.0339,0.0464,1.0,79560.0,0.68,24.05,0.0017000000000000001,54031.0,"Natural Gas Services Group, Inc",Energy,Oil & Gas Equipment & Services,301340000.0,17.77,24.05,USA,16.05902777777778,67.1875,32.71767810026385,44.34470377019748,53.228782287822874,37.84722222222222,0.13724999999999998,52.083333333333336,-0.032499999999999966,42.21635883905013,0.012400000000000013,39.75694444444444,33.3
SEI,0.1257,0.3148999999999999,-0.2928,0.2869,1.7462,-0.1164,0.0858,0.0464,1.0,1690000.0,1.54,25.43,0.1703,2591405.0,Solaris Energy Infrastructure Inc,Energy,Oil & Gas Equipment & Services,1720000000.0,51.45,25.43,USA,83.24652777777779,67.10069444444444,8.70712401055409,76.97486535008977,94.37269372693727,36.89236111111111,0.22029999999999994,74.56597222222221,0.5801,87.33509234828496,0.3440833333333333,83.68055555555556,66.7
MSGM,0.2114,0.3128,1.3651,1.7091,0.1245,1.2239,0.0151,0.05,3.0,770810.0,0.06,2.98,0.013600000000000001,43103.0,Motorsport Games Inc,Communication Services,Electronic Gaming & Multimedia,17220000.0,541.82,2.98,USA,90.49479166666666,67.01388888888889,97.18557607739666,95.87073608617594,61.208487084870846,96.26736111111111,0.2621,81.51041666666666,1.0662333333333334,93.66754617414247,0.8244666666666666,92.96875,100.0
CVAC,0.2146,0.3123,0.2606,0.6124,0.2235,0.2198999999999999,0.08439999999999999,0.0509,2.0,640460.0,1.1,4.16,0.0667,705976.0,CureVac N.V,Healthcare,Biotechnology,936650000.0,4.61,4.16,Germany,90.625,66.92708333333334,82.05804749340369,88.1508078994614,67.34317343173431,75.26041666666666,0.26345,81.85763888888889,0.3655,81.79419525065963,0.3072166666666667,81.68402777777779,100.0
PSTG,0.0103,0.312,-0.1386,0.1319,-0.0677,-0.0876,0.0139,0.024399999999999998,1.67,3080000.0,0.65,56.05,0.011699999999999999,2017664.0,Pure Storage Inc,Technology,Computer Hardware,18340000000.0,183.23,56.05,USA,55.251736111111114,66.84027777777779,24.80211081794195,64.76660682226212,45.66420664206642,40.27777777777778,0.16115,59.80902777777778,-0.024800000000000003,43.27176781002638,0.026716666666666666,42.62152777777778,50.0
CTEV,0.0658,0.3119,-0.0044,3.9157,0.3345,0.9723,0.0196,0.0416,2.33,93170.0,1.14,29.15,0.0129,106211.0,Claritev Corp,Healthcare,Health Information Services,479120000.0,,29.15,USA,73.35069444444444,66.75347222222221,48.10905892700088,98.56373429084381,73.33948339483395,95.22569444444444,0.18885000000000002,67.53472222222221,1.4152666666666667,95.69041336851363,0.9326333333333334,94.27083333333334,83.3
MKTW,0.0719,0.3112,0.5009,0.8364,-0.4072,0.6503,0.0187,0.0336,3.0,41380.0,0.68,17.75,0.038599999999999995,28171.0,Marketwise Inc,Financial,Financial Data & Stock Exchanges,290750000.0,1.62,17.75,USA,74.65277777777779,66.66666666666666,91.73262972735267,91.74147217235189,19.92619926199262,91.92708333333334,0.19155,68.48958333333334,0.3100333333333333,78.71591908531222,0.32725000000000004,82.55208333333334,83.3
DDS,0.03,0.3111,-0.1238,0.0365,0.0265,-0.0208,0.0429,0.032400000000000005,4.0,169360.0,1.21,422.75,0.0455,205085.0,Dillard's Inc,Consumer Cyclical,Department Stores,6640000000.0,11.69,422.75,USA,64.71354166666666,66.57986111111111,27.616534740545294,54.847396768402156,52.859778597785976,48.26388888888889,0.17054999999999998,62.760416666666664,-0.020266666666666665,44.15127528583993,0.043250000000000004,46.44097222222222,66.7
MGNI,-0.0176,0.3109,-0.1176,-0.0026,0.3829999999999999,-0.0200999999999999,0.034,0.0472,1.14,2830000.0,0.47,15.6,0.0058,1345309.0,Magnite Inc,Communication Services,Advertising Agencies,2200000000.0,78.67,15.6,USA,33.984375,66.44965277777779,28.232189973614773,49.371633752244165,76.01476014760148,48.4375,0.14665,55.729166666666664,0.08759999999999997,59.01495162708883,0.08933333333333333,55.55555555555556,33.3
KALA,0.2702,0.3109,-0.384,-0.3803,-0.3831,-0.4107,0.0649,0.0699,1.0,54210.0,0.37,4.09,0.0849,20269.0,Kala Bio Inc,Healthcare,Biotechnology,26400000.0,,4.09,USA,93.40277777777779,66.44965277777779,3.8698328935795954,10.412926391382406,21.494464944649447,9.375,0.29055,85.15625,-0.3824666666666667,9.234828496042216,-0.16283333333333336,13.020833333333334,33.3
SMLR,0.4133,0.3107,-0.0588999999999999,-0.0483,0.9135,-0.168,0.0479,0.0776,1.0,577500.0,4.11,44.93,0.0009,2373175.0,Semler Scientific Inc,Healthcare,Medical Devices,501040000.0,,44.93,USA,96.70138888888889,66.31944444444444,38.6103781882146,43.26750448833034,89.20664206642066,30.29513888888889,0.362,90.01736111111111,0.26876666666666665,76.2532981530343,0.22705,75.34722222222221,50.0
NEOV,-0.1059,0.3105,-0.1059,-0.4533,0.2756,-0.4490999999999999,0.0353,0.06559999999999999,1.0,234920.0,0.39,2.87,0.006999999999999999,91750.0,NeoVolta Inc,Industrials,Electrical Equipment & Parts,97940000.0,,2.87,USA,1.7361111111111112,66.23263888888889,30.606860158311346,7.226211849192101,70.11070110701108,7.552083333333333,0.1023,36.19791666666667,-0.0945333333333333,34.212840809146876,-0.08801666666666663,21.180555555555554,33.3
AKBA,0.1142,0.3102,0.5722,0.5722,1.4609,0.4895,0.046900000000000004,0.035699999999999996,1.0,4710000.0,0.83,2.83,0.0070999999999999995,3913672.0,Akebia Therapeutics Inc,Healthcare,Drug Manufacturers - Specialty & Generic,743260000.0,,2.83,USA,81.85763888888889,66.14583333333334,92.26033421284082,87.16337522441651,93.08118081180811,88.54166666666666,0.2122,72.91666666666666,0.8684333333333334,92.0844327176781,0.5865333333333334,90.27777777777779,100.0
NWGL,0.2336,0.3101,0.2336,0.1496,-0.4172,0.4322,0.0504,0.0493,,96570.0,1.32,1.69,0.0432,127233.0,Nature Wood Group Ltd ADR,Basic Materials,Lumber & Wood Production,27970000.0,,1.69,China,92.05729166666666,66.05902777777779,80.56288478452068,66.78635547576302,19.464944649446494,87.06597222222221,0.27185,82.72569444444444,-0.011333333333333343,45.822339489885664,0.15698333333333334,67.10069444444444,83.3
REZI,-0.0395,0.3087,0.0375,-0.2117,-0.0605,-0.1245,0.0187,0.029300000000000003,2.2,1250000.0,0.72,20.18,0.006999999999999999,908873.0,Resideo Technologies Inc,Industrials,Industrial Distribution,3000000000.0,51.05,20.18,USA,17.447916666666664,65.97222222222221,56.37642919964819,24.326750448833035,45.94095940959409,36.45833333333333,0.1346,51.08506944444444,-0.07823333333333334,35.79595426561126,-0.015000000000000005,33.68055555555556,33.3
BLZE,0.1241,0.3085,-0.1705999999999999,-0.0612,-0.1577,-0.0066,0.0414,0.0387,1.14,527640.0,3.1,5.98,0.0755,1635989.0,Backblaze Inc,Technology,Software - Infrastructure,328300000.0,,5.98,USA,82.98611111111111,65.88541666666666,19.744942832014072,41.427289048473966,38.46863468634687,51.432291666666664,0.2163,73.87152777777779,-0.1298333333333333,29.7273526824978,0.006083333333333351,38.02083333333333,33.3
ETON,0.0279,0.3081,0.3956,1.0189,4.5632,0.5203,0.0183,0.037599999999999995,1.0,259410.00000000003,1.33,20.25,0.0005,345879.0,Eton Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,543060000.0,,20.25,USA,63.411458333333336,65.75520833333334,89.62181178540017,93.44703770197486,98.43173431734317,89.40972222222221,0.16799999999999998,62.06597222222222,1.9925666666666668,97.18557607739666,1.139,95.57291666666666,100.0
ANET,-0.0365,0.3081,-0.0584,-0.0006,0.1592,-0.1626,0.0173,0.0302,1.52,11680000.0,0.47,92.56,0.0014000000000000002,5520334.0,Arista Networks Inc,Technology,Computer Hardware,116250000000.0,39.16,92.56,USA,19.140625,65.75520833333334,38.698328935795956,49.461400359066424,63.284132841328415,31.336805555555557,0.1358,51.64930555555556,0.033400000000000006,51.27528583992964,0.03486666666666667,44.53125,33.3
ATNM,0.1110999999999999,0.3077,0.4529999999999999,0.1972,-0.8245999999999999,0.3492,0.057300000000000004,0.048799999999999996,1.4,654240.0,0.45,1.7,-0.0058,291696.0,Actinium Pharmaceuticals Inc,Healthcare,Biotechnology,53030000.0,,1.7,USA,81.07638888888889,65.625,90.76517150395779,70.01795332136446,3.9667896678966788,82.98611111111111,0.20939999999999992,72.48263888888889,-0.058133333333333335,38.34652594547054,0.09893333333333332,57.291666666666664,83.3
BIRD,0.0354,0.3068,0.0182,-0.093,-0.5335,-0.0344,0.0698,0.056799999999999996,2.6,52640.0,0.64,6.73,0.08900000000000001,33852.0,Allbirds Inc,Consumer Cyclical,Apparel Retail,54230000.0,,6.73,USA,66.44965277777779,65.53819444444444,52.154793315743184,37.432675044883304,12.822878228782288,46.96180555555556,0.1711,62.93402777777778,-0.20276666666666665,21.98768689533861,-0.050083333333333334,27.430555555555557,50.0
CLDL,-0.0053,0.3057999999999999,-0.0175,-0.0554,0.2764,-0.0112,0.024900000000000002,0.0202,,12910.0,0.2,13.52,0.0229,2569.0,Direxion Daily Cloud Computing Bull 2X Shares,Financial,Exchange Traded Fund,,,13.52,USA,43.83680555555556,65.45138888888889,45.822339489885664,42.28007181328546,70.29520295202953,50.43402777777778,0.15024999999999994,56.94444444444444,0.06783333333333333,56.28847845206685,0.0821333333333333,53.645833333333336,33.3
JCSE,-0.0208,0.3057,-0.2061,0.0217,0.5959,-0.1392,0.022099999999999998,0.0955,,266780.0,0.03,1.17,-0.0042,7968.0,JE Cleantech Holdings Ltd,Industrials,Specialty Industrial Machinery,6180000.0,356.06,1.17,Singapore,31.901041666666668,65.36458333333334,15.919085312225153,52.96229802513464,83.30258302583026,34.28819444444444,0.14245000000000002,54.166666666666664,0.13716666666666666,64.37994722955145,0.09286666666666667,56.25,50.0
RL,0.0308999999999999,0.3053,-0.0009,0.3348,0.6618,0.2011,0.017,0.019299999999999998,1.72,1080000.0,1.44,277.42,0.0129,1556791.0,Ralph Lauren Corp,Consumer Cyclical,Apparel Manufacturing,17129999999.999998,23.88,277.42,USA,65.10416666666666,65.19097222222221,48.4608619173263,78.99461400359067,85.33210332103322,74.65277777777779,0.16809999999999997,62.15277777777778,0.33190000000000003,80.38698328935796,0.2555,77.86458333333334,83.3
MNSO,0.0684,0.3053,0.1101,0.2537,-0.0377,-0.0712,0.0316,0.031400000000000004,1.37,1300000.0,1.6,22.19,0.0684,2086314.0,MINISO Group Holding Ltd ADR,Consumer Cyclical,Specialty Retail,6850000000.0,18.97,22.19,China,73.95833333333334,65.19097222222221,68.16182937554969,75.04488330341114,47.87822878228782,42.36111111111111,0.18685000000000002,66.92708333333334,0.1087,61.21372031662269,0.10476666666666667,58.333333333333336,66.7
BCRX,0.0176,0.3053,0.1281,0.4717,0.6949,0.3815999999999999,0.0242,0.0548,1.17,4670000.0,1.21,10.39,0.0318,5656404.0,Biocryst Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,2170000000.0,,10.39,USA,58.984375,65.19097222222221,70.2726473175022,84.47037701974865,85.88560885608855,84.63541666666666,0.16145,59.895833333333336,0.43156666666666665,84.08091468777485,0.3332,82.89930555555556,100.0
EBS,0.184,0.3051999999999999,-0.1568999999999999,-0.2442,0.1207,-0.3201,0.0481,0.0911,2.33,1340000.0,0.8,6.5,0.0109,1074076.0,Emergent Biosolutions Inc,Healthcare,Drug Manufacturers - Specialty & Generic,352810000.0,,6.5,USA,88.54166666666666,65.01736111111111,22.33948988566403,19.92818671454219,60.51660516605166,15.104166666666666,0.24459999999999996,79.07986111111111,-0.09346666666666663,34.47669305189094,-0.018549999999999994,32.89930555555556,50.0
ALLT,-0.0210999999999999,0.3041,0.1654,1.1886,2.7217,0.3261,0.0342,0.059699999999999996,1.0,529330.0,0.57,7.89,0.0368,303700.0,Allot Ltd,Technology,Software - Infrastructure,313170000.0,,7.89,Israel,31.42361111111111,64.93055555555556,74.58223394898856,94.25493716337523,96.86346863468634,81.77083333333334,0.14150000000000004,53.645833333333336,1.3585666666666665,95.42656112576957,0.7808,92.70833333333334,83.3
BDTX,0.0674,0.3038,-0.0463,-0.176,-0.5796,-0.0374,0.0603,0.0572,1.0,3400000.0,0.22,2.06,0.0148,758212.0,Black Diamond Therapeutics Inc,Healthcare,Biotechnology,117140000.0,33.39,2.06,USA,73.74131944444444,64.84375,41.512752858399296,27.782764811490125,11.254612546125461,46.70138888888889,0.18560000000000001,66.66666666666666,-0.26730000000000004,16.62269129287599,-0.07801666666666666,23.177083333333336,33.3
AUUD,0.0429,0.3036,-0.3265999999999999,-0.5345,-0.8186,-0.4947,0.0493,0.0398,1.0,98230.0,0.38,4.38,0.0683,37275.0,Auddia Inc,Technology,Software - Application,2710000.0,,4.38,USA,68.22916666666666,64.75694444444444,6.860158311345646,5.296229802513465,4.059040590405904,5.989583333333334,0.17325,63.62847222222222,-0.5599,3.0782761653474053,-0.30465,3.2118055555555554,33.3
AVGO,-0.0091,0.3031,0.0542999999999999,0.3914999999999999,0.6303,-0.0056999999999999,0.0074,0.0202,1.42,30700000.0,0.47,230.53,0.0034999999999999996,14303177.0,Broadcom Inc,Technology,Semiconductors,1083940000000.0,111.19,230.53,USA,40.84201388888889,64.62673611111111,58.927000879507474,81.41831238779174,84.50184501845018,51.5625,0.147,55.989583333333336,0.35869999999999996,81.53034300791556,0.22740000000000002,75.52083333333334,66.7
ALTS,0.1488,0.3031,0.0878999999999999,2.0815,1.1627,0.5440999999999999,0.0437,0.0554,,154570.0,2.63,7.18,0.0805,405760.0,ALT5 Sigma Corp,Technology,Software - Application,125330000.0,,7.18,USA,85.76388888888889,64.62673611111111,64.5118733509235,96.94793536804309,90.95940959409594,89.75694444444444,0.22594999999999998,76.08506944444444,1.1107,94.1952506596306,0.72135,92.01388888888889,100.0
RAMP,0.1301999999999999,0.303,0.0727,0.1905,-0.0024,0.1031,0.0964,0.0432,2.0,598380.0,4.45,33.5,0.1934,2661203.0,LiveRamp Holdings Inc,Technology,Software - Infrastructure,2200000000.0,,33.5,USA,84.02777777777779,64.49652777777779,62.13720316622692,69.56912028725314,50.83025830258303,66.40625,0.21659999999999996,73.95833333333334,0.08693333333333332,58.927000879507474,0.13285,63.541666666666664,83.3
ASMB,0.0848,0.3026,0.098,-0.1439,-0.0935999999999999,-0.1407,0.0481,0.06480000000000001,1.67,26030.0,0.4,13.56,-0.0022,10334.0,Assembly Biosciences Inc,Healthcare,Biotechnology,103560000.0,,13.56,USA,76.82291666666666,64.40972222222221,66.2269129287599,31.508078994614003,44.18819188191882,33.984375,0.19369999999999998,69.35763888888889,-0.046499999999999965,40.017590149516266,0.01786666666666667,40.88541666666667,50.0
ARBE,0.0473,0.3025,-0.308,-0.0801,-0.1243,-0.1667,0.0516,0.0592,1.67,2370000.0,0.63,1.55,0.0265,1482353.0,Arbe Robotics Ltd,Technology,Software - Infrastructure,163010000.0,,1.55,Israel,69.18402777777779,64.32291666666666,7.563764291996482,39.22800718132854,41.69741697416974,30.729166666666668,0.1749,64.32291666666666,-0.17079999999999998,25.241864555848725,-0.05488333333333333,26.649305555555557,33.3
STRL,-0.0135,0.3013,0.5675,-0.0186,0.3893999999999999,0.0822,0.0154,0.0242,1.0,885370.0,0.58,182.29,0.0011,513946.0,Sterling Infrastructure Inc,Industrials,Engineering & Construction,5540000000.0,21.31,182.29,USA,37.15277777777778,64.23611111111111,92.17238346525946,47.3967684021544,76.66051660516605,64.14930555555556,0.1439,54.60069444444444,0.31276666666666664,78.89182058047494,0.21805,74.65277777777779,66.7
JBDI,0.1326999999999999,0.3011,0.642,0.6668999999999999,,0.7077,0.0678,0.10490000000000001,,551000.0,0.29,1.11,0.0,157629.0,JBDI Holdings Ltd,Consumer Cyclical,Specialty Retail,22180000.0,,1.11,Singapore,84.28819444444444,64.14930555555556,93.57959542656113,89.49730700179533,,92.53472222222221,0.21689999999999993,74.04513888888889,0.65445,88.56640281442392,0.49007999999999996,88.45486111111111,100.0
